"Date/Time (PST)","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2022-02-27 18:00:00",12.06,0.07,100,133.1,3.191,31.22,0.492,0.457,0.469,0.153,0.194,0.551
"2022-02-27 17:00:00",12.16,0.04,100,131.4,3.358,30.85,0.492,0.458,0.469,0.153,0.194,0.551
"2022-02-27 16:00:00",12.27,0.07,98.8,131.7,2.958,32.07,0.492,0.458,0.469,0.154,0.194,0.551
"2022-02-27 15:00:00",12.26,0.07,98.9,129.1,1.753,32.09,0.492,0.458,0.469,0.154,0.196,0.551
"2022-02-27 14:00:00",12.33,0.04,99.4,130,-0.222,32.04,0.492,0.458,0.469,0.153,0.195,0.551
"2022-02-27 13:00:00",12.47,0.02,100,130,0.415,31.94,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 12:00:00",12.41,0.02,99.8,130.3,0.281,32.27,0.492,0.458,0.47,0.154,0.194,0.551
"2022-02-27 11:00:00",12.48,0.05,100,130.3,0.213,31.81,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 10:00:00",12.42,0.08,100,130.2,0.244,31.67,0.492,0.458,0.47,0.154,0.194,0.551
"2022-02-27 09:00:00",12.34,0.11,100,129.8,7.102,30.86,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 08:00:00",12.25,0.06,100,129.4,6.8,30.63,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 07:00:00",12.16,0.02,100,129.3,6.566,30.5,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 06:00:00",12.15,0.01,100,129.1,6.167,30.92,0.492,0.458,0.47,0.154,0.195,0.551
"2022-02-27 05:00:00",12.1,0.02,100,129.2,6.304,31.48,0.492,0.458,0.47,0.154,0.195,0.551
"2022-02-27 04:00:00",12.23,0,100,128.7,4.627,31.62,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 03:00:00",12.28,0.01,99.9,128.6,5.699,31.58,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 02:00:00",12.35,0.03,100,128.7,4.491,30.85,0.492,0.458,0.47,0.153,0.193,0.551
"2022-02-27 01:00:00",12.4,0.06,100,129.3,6.131,30.6,0.492,0.458,0.47,0.153,0.194,0.551
"2022-02-27 00:00:00",12.41,0.11,100,127.5,25.21,30.82,0.492,0.458,0.47,0.153,0.193,0.551
"2022-02-26 23:00:00",12.38,0.07,99.9,126.5,3.859,31.63,0.492,0.458,0.47,0.153,0.195,0.551
"2022-02-26 22:00:00",12.3,0.1,100,125.6,3.021,31.73,0.492,0.458,0.47,0.153,0.195,0.551
"2022-02-26 21:00:00",12.39,0.06,99.9,124.3,2.487,31.28,0.492,0.458,0.47,0.153,0.195,0.551
"2022-02-26 20:00:00",12.37,0.03,99.9,118.8,1.549,31.76,0.492,0.458,0.47,0.153,0.195,0.551
"2022-02-26 19:00:00",12.39,0.03,99.5,123.4,-0.43,31.55,0.492,0.458,0.471,0.153,0.193,0.551
"2022-02-26 18:00:00",12.2,0.05,98.6,123,-0.129,30.56,0.492,0.458,0.471,0.154,0.194,0.551
"2022-02-26 17:00:00",12.15,0.03,96.4,122.6,0.139,29.2,0.492,0.458,0.471,0.154,0.194,0.551
"2022-02-26 16:00:00",12.22,0.01,90.2,122.6,0.143,29.31,0.492,0.458,0.471,0.153,0.193,0.551
"2022-02-26 15:00:00",12.33,0,70.26,122.5,0.149,30.7,0.492,0.458,0.471,0.153,0.198,0.551
"2022-02-26 14:00:00",12.45,0,41.97,122.5,0.155,33.26,0.492,0.458,0.471,0.144,0.188,0.543
"2022-02-26 13:00:00",12.39,0,37.71,121.9,0.021,35.2,0.492,0.458,0.471,0.145,0.185,0.541
"2022-02-26 12:00:00",12.47,0,30.86,122,0.021,34.14,0.492,0.459,0.471,0.149,0.189,0.546
"2022-02-26 11:00:00",12.49,0,53.28,122,0.021,34.09,0.493,0.459,0.471,0.152,0.196,0.549
"2022-02-26 10:00:00",12.5,0,45.56,121.8,0.013,34.85,0.493,0.459,0.471,0.153,0.196,0.551
"2022-02-26 09:00:00",12.48,0,47.06,122.2,0.139,33.15,0.493,0.459,0.471,0.16,0.199,0.552
"2022-02-26 08:00:00",12.47,0,30.88,122.7,0.139,31.76,0.493,0.459,0.471,0.163,0.202,0.55
"2022-02-26 07:00:00",12.46,0,38.64,122.8,0.239,29.56,0.493,0.459,0.471,0.164,0.203,0.551
"2022-02-26 06:00:00",12.46,0,34.83,123,0.206,29.89,0.493,0.459,0.471,0.165,0.204,0.551
"2022-02-26 05:00:00",12.47,0,25.5,123,0.138,30.2,0.493,0.459,0.471,0.164,0.204,0.552
"2022-02-26 04:00:00",12.46,0,41.59,123,0.132,27.23,0.493,0.459,0.471,0.163,0.204,0.552
"2022-02-26 03:00:00",12.43,0,42.58,122.8,0.264,27.61,0.493,0.459,0.471,0.159,0.204,0.552
"2022-02-26 02:00:00",12.45,0,47.8,123,0.126,26.25,0.493,0.459,0.472,0.159,0.205,0.553
"2022-02-26 01:00:00",12.31,0,53.72,123,0.257,25.36,0.493,0.459,0.472,0.159,0.205,0.553
"2022-02-26 00:00:00",12.3,0,45.57,123,0.123,26.54,0.493,0.459,0.472,0.158,0.203,0.556
"2022-02-25 23:00:00",12.2,0,49.93,123.1,0.223,24.8,0.493,0.459,0.472,0.162,0.203,0.563
"2022-02-25 22:00:00",12.25,0,65.21,123.3,0.123,21.11,0.493,0.459,0.472,0.163,0.203,0.564
"2022-02-25 21:00:00",12.43,0,68.35,123.4,0.123,20.47,0.493,0.459,0.472,0.161,0.201,0.562
"2022-02-25 20:00:00",12.44,0,61.95,123.6,0.123,21.11,0.493,0.459,0.472,0.158,0.199,0.557
"2022-02-25 19:00:00",12.43,0,72.49,123.8,0.267,22.12,0.493,0.459,0.472,0.16,0.203,0.551
"2022-02-25 18:00:00",12.47,0,89.9,123.8,0.209,25.7,0.493,0.459,0.472,0.151,0.191,0.548
"2022-02-25 17:00:00",12.55,0,72.13,122.6,-0.113,31.59,0.494,0.459,0.472,0.14,0.183,0.539
"2022-02-25 16:00:00",12.53,0,73.02,120.6,-0.648,32.87,0.494,0.459,0.472,0.143,0.184,0.534
"2022-02-25 15:00:00",12.47,0,74.78,121.4,-0.715,32.49,0.494,0.459,0.472,0.149,0.188,0.545
"2022-02-25 14:00:00",12.4,0,77.06,123,-0.514,32.63,0.494,0.459,0.472,0.15,0.193,0.545
"2022-02-25 13:00:00",12.3,0,67.74,125.1,-0.02,31.19,0.494,0.459,0.472,0.154,0.194,0.551
"2022-02-25 12:00:00",12.29,0,63.99,126.4,0.139,27.78,0.494,0.459,0.473,0.159,0.199,0.551
"2022-02-25 11:00:00",12.29,0,65.91,126.5,0.139,26.42,0.494,0.459,0.473,0.16,0.199,0.55
"2022-02-25 10:00:00",12.29,0,64.3,126.4,0.134,29.19,0.494,0.459,0.473,0.158,0.197,0.553
"2022-02-25 09:00:00",12.17,0,70.9,126.4,0.089,23.55,0.494,0.46,0.473,0.172,0.209,0.57
"2022-02-25 08:00:00",12.09,0,84.9,127.3,0.108,14.61,0.494,0.46,0.473,0.177,0.211,0.569
"2022-02-25 07:00:00",12.11,0,85.6,127.2,0.174,12.93,0.494,0.46,0.473,0.178,0.216,0.569
"2022-02-25 06:00:00",12.2,0,86.1,127.4,0.174,12.87,0.494,0.46,0.473,0.179,0.213,0.569
"2022-02-25 05:00:00",12.2,0,89,127.6,0.175,12.97,0.494,0.46,0.473,0.178,0.214,0.569
"2022-02-25 04:00:00",12.18,0,89.9,127.3,0.174,13.37,0.494,0.46,0.473,0.179,0.214,0.569
"2022-02-25 03:00:00",12.14,0,90,127.7,0.177,13.1,0.494,0.46,0.473,0.178,0.212,0.569
"2022-02-25 02:00:00",12.14,0,91.1,127.7,0.175,12.99,0.494,0.46,0.473,0.178,0.214,0.569
"2022-02-25 01:00:00",12.08,0,88.8,127.7,0.241,14.25,0.494,0.46,0.473,0.178,0.212,0.569
"2022-02-25 00:00:00",12.05,0,89.3,127.8,0.174,13.04,0.494,0.46,0.473,0.177,0.213,0.569
"2022-02-24 23:00:00",12.08,0,90,128,0.174,12.77,0.494,0.46,0.473,0.178,0.213,0.569
"2022-02-24 22:00:00",12.13,0,92.2,127.8,0.109,13.09,0.494,0.46,0.474,0.178,0.213,0.569
"2022-02-24 21:00:00",12.12,0,91.2,127.8,0.178,12.85,0.494,0.46,0.474,0.176,0.211,0.569
"2022-02-24 20:00:00",12.1,0,90.5,128,0.257,13.77,0.495,0.46,0.474,0.171,0.208,0.565
"2022-02-24 19:00:00",12.18,0,94.1,127.1,0.123,16.56,0.495,0.46,0.474,0.165,0.204,0.567
"2022-02-24 18:00:00",12.21,0,93.5,126.6,0.123,17.36,0.495,0.46,0.474,0.159,0.201,0.556
"2022-02-24 17:00:00",12.19,0,91.4,128.3,0.124,18.48,0.495,0.46,0.474,0.158,0.204,0.552
"2022-02-24 16:00:00",12.32,0,91,128.4,-0.002,19.28,0.495,0.46,0.474,0.161,0.204,0.552
"2022-02-24 15:00:00",12.28,0,90.1,128.1,0.005,19.58,0.495,0.46,0.474,0.162,0.2,0.548
"2022-02-24 14:00:00",12.28,0,88.3,128,0.005,21.78,0.495,0.461,0.474,0.164,0.203,0.554
"2022-02-24 13:00:00",12.4,0,87.1,127.8,-0.063,21.3,0.495,0.461,0.474,0.164,0.204,0.552
"2022-02-24 12:00:00",12.35,0,86.8,128.2,-0.072,18.91,0.495,0.461,0.474,0.159,0.205,0.552
"2022-02-24 11:00:00",12.32,0,87.2,128.4,-0.145,17.67,0.495,0.461,0.474,0.159,0.203,0.558
"2022-02-24 10:00:00",12.25,0,86,128.7,0.056,20.41,0.495,0.461,0.475,0.173,0.206,0.564
"2022-02-24 09:00:00",12.11,0,88.4,129,1.459,14.75,0.495,0.461,0.475,0.179,0.212,0.569
"2022-02-24 08:00:00",11.98,0,90.8,129.5,46.53,12.39,0.495,0.461,0.475,0.183,0.22,0.574
"2022-02-24 07:00:00",11.73,0.01,91.8,130,46.53,10.36,0.495,0.461,0.475,0.182,0.219,0.574
"2022-02-24 06:00:00",11.83,0,89,130.4,46.53,9.93,0.495,0.461,0.475,0.18,0.219,0.573
"2022-02-24 05:00:00",11.9,0.01,90.1,130.3,46.53,11.82,0.495,0.461,0.475,0.178,0.213,0.569
"2022-02-24 04:00:00",12,0.01,89.4,299.3,46.53,11.25,0.495,0.461,0.475,0.182,0.217,0.573
"2022-02-24 03:00:00",11.97,0,88.9,129.6,46.53,9.9,0.495,0.461,0.475,0.181,0.22,0.573
"2022-02-24 02:00:00",12.07,0.03,89.5,127.3,-0.228,10.56,0.495,0.461,0.475,0.18,0.22,0.573
"2022-02-24 01:00:00",12.09,0,91.1,127,-0.027,10.2,0.495,0.461,0.476,0.18,0.221,0.574
"2022-02-24 00:00:00",12.08,0,89,128,0.141,9.46,0.495,0.461,0.476,0.178,0.223,0.574
"2022-02-23 23:00:00",12.14,0,89.3,128.2,0.174,9.17,0.495,0.461,0.476,0.179,0.223,0.574
"2022-02-23 22:00:00",12.2,0,89.8,128.2,0.174,9.81,0.496,0.461,0.476,0.18,0.223,0.574
"2022-02-23 21:00:00",12.22,0,88.9,128.4,0.241,10.63,0.496,0.461,0.476,0.18,0.216,0.57
"2022-02-23 20:00:00",12.22,0,90.3,128.5,0.107,11.02,0.496,0.461,0.476,0.179,0.214,0.569
"2022-02-23 19:00:00",12.23,0,89.7,128.5,0.081,11.76,0.496,0.461,0.476,0.176,0.211,0.569
"2022-02-23 18:00:00",12.22,0,90.8,128.6,0.123,12.87,0.496,0.461,0.476,0.17,0.208,0.567
"2022-02-23 17:00:00",12.26,0,90,128.6,0.056,14.19,0.496,0.461,0.476,0.166,0.205,0.57
"2022-02-23 16:00:00",12.36,0,88.6,128.4,0.056,15.07,0.496,0.461,0.476,0.158,0.203,0.555
"2022-02-23 15:00:00",12.14,0,86.8,128.1,-0.077,17.02,0.496,0.461,0.476,0.159,0.204,0.552
"2022-02-23 14:00:00",12.06,0,84.6,127.9,-0.07,17.45,0.496,0.461,0.476,0.165,0.204,0.552
"2022-02-23 13:00:00",11.86,0,81.5,128,0.059,19.43,0.496,0.462,0.476,0.169,0.203,0.556
"2022-02-23 12:00:00",11.86,0,92.7,128.6,0.055,14.93,0.496,0.461,0.476,0.174,0.212,0.57
"2022-02-23 11:00:00",12.16,0,83.5,129.1,0.387,12.25,0.495,0.461,0.477,0.176,0.211,0.569
"2022-02-23 10:00:00",12.24,0,77.71,129.4,0.375,10.96,0.495,0.462,0.477,0.179,0.222,0.573
"2022-02-23 09:00:00",11.73,0,94,129.3,0.434,11.33,0.495,0.462,0.477,0.189,0.227,0.582
"2022-02-23 08:00:00",11.54,0,82.8,130.3,0.493,1.984,0.495,0.462,0.477,0.191,0.229,0.583
"2022-02-23 07:00:00",11.62,0,81,130.6,0.493,1.301,0.495,0.462,0.477,0.192,0.231,0.583
"2022-02-23 06:00:00",11.5,0,83,130.7,0.493,0.15,0.496,0.462,0.477,0.194,0.233,0.586
"2022-02-23 05:00:00",12.11,0,83.1,130.8,0.493,-0.338,0.496,0.462,0.477,0.19,0.233,0.589
"2022-02-23 04:00:00",12.1,0,82.9,130.8,0.493,0.292,0.496,0.462,0.477,0.191,0.233,0.59
"2022-02-23 03:00:00",12.13,0,84.1,130.9,0.493,0.003,0.496,0.462,0.477,0.192,0.233,0.589
"2022-02-23 02:00:00",12.12,0,84.6,131,0.493,0.157,0.496,0.462,0.477,0.193,0.232,0.587
"2022-02-23 01:00:00",12.21,0,84.2,131.3,0.493,0.508,0.496,0.462,0.478,0.19,0.23,0.587
"2022-02-23 00:00:00",12.22,0,84.9,131.4,0.527,0.978,0.496,0.462,0.478,0.189,0.228,0.582
"2022-02-22 23:00:00",12.22,0,85.1,131.5,0.493,1.495,0.496,0.462,0.478,0.188,0.227,0.582
"2022-02-22 22:00:00",12.2,0,85.3,131.7,0.561,1.897,0.496,0.462,0.478,0.189,0.227,0.581
"2022-02-22 21:00:00",12.19,0,85.2,131.6,0.501,2.414,0.496,0.462,0.478,0.188,0.227,0.579
"2022-02-22 20:00:00",12.2,0,86.1,131.7,0.434,3.394,0.496,0.462,0.478,0.185,0.224,0.579
"2022-02-22 19:00:00",12.22,0,86.9,131.7,0.233,4.285,0.496,0.462,0.478,0.177,0.217,0.575
"2022-02-22 18:00:00",12.21,0,87.1,131.9,0.233,4.748,0.496,0.462,0.478,0.176,0.22,0.574
"2022-02-22 17:00:00",12.23,0,86.7,131.8,0.007,5.839,0.497,0.462,0.478,0.178,0.223,0.574
"2022-02-22 16:00:00",12.2,0,85.6,131.7,0.108,7.414,0.496,0.462,0.478,0.178,0.212,0.569
"2022-02-22 15:00:00",12.21,0,85,131.4,0.052,9.68,0.497,0.462,0.479,0.174,0.211,0.569
"2022-02-22 14:00:00",12.06,0,84.8,131.3,9.43,10.6,0.497,0.462,0.479,0.172,0.211,0.57
"2022-02-22 13:00:00",12.26,0,86.7,131.5,9.53,10.42,0.497,0.462,0.479,0.174,0.212,0.569
"2022-02-22 12:00:00",12.38,0,86,132,14.59,10.36,0.497,0.463,0.479,0.194,0.233,0.59
"2022-02-22 11:00:00",12.38,0,87.1,132.4,14.58,10.45,0.497,0.463,0.479,0.201,0.235,0.592
"2022-02-22 10:00:00",12.28,0,87.9,132.9,15.65,9.12,0.497,0.463,0.479,0.199,0.242,0.596
"2022-02-22 09:00:00",12.31,0,88.8,132.9,15.78,6.371,0.497,0.463,0.479,0.197,0.239,0.596
"2022-02-22 08:00:00",12.31,0,88,132.3,15.51,5.673,0.497,0.463,0.479,0.198,0.239,0.596
"2022-02-22 07:00:00",12.29,0,88.3,132.9,15.48,6.608,0.497,0.463,0.48,0.197,0.241,0.596
"2022-02-22 06:00:00",12.27,0,88.9,133.3,15.58,7.214,0.497,0.463,0.48,0.197,0.242,0.596
"2022-02-22 05:00:00",12.38,0,88.9,133.3,15.78,8.16,0.497,0.463,0.48,0.197,0.245,0.596
"2022-02-22 04:00:00",12.38,0,89.5,133.6,15.85,8.63,0.497,0.463,0.48,0.198,0.245,0.596
"2022-02-22 03:00:00",12.4,0,89.8,133.8,15.98,9.36,0.498,0.463,0.48,0.199,0.246,0.595
"2022-02-22 02:00:00",12.41,0,90.5,133.9,16.18,10.3,0.498,0.463,0.48,0.197,0.236,0.59
"2022-02-22 01:00:00",12.41,0,91.3,134.1,16.25,11.21,0.498,0.463,0.48,0.197,0.238,0.59
"2022-02-22 00:00:00",12.4,0,92.4,134.3,16.32,12.41,0.498,0.463,0.48,0.2,0.234,0.59
"2022-02-21 23:00:00",12.44,0.01,92.1,134.7,46.53,13.64,0.498,0.463,0.48,0.198,0.233,0.589
"2022-02-21 22:00:00",12.44,0,91.8,134.8,46.53,15.18,0.498,0.463,0.481,0.191,0.227,0.585
"2022-02-21 21:00:00",12.45,0.01,92.6,134.8,46.53,15.9,0.498,0.463,0.481,0.193,0.227,0.585
"2022-02-21 20:00:00",12.44,0,92.3,134.9,16.26,16.75,0.498,0.463,0.481,0.189,0.227,0.588
"2022-02-21 19:00:00",12.44,0.05,93.5,134.8,16.93,17.45,0.498,0.463,0.481,0.184,0.223,0.589
"2022-02-21 18:00:00",12.42,0.04,93.2,134.7,46.53,18.85,0.498,0.463,0.481,0.179,0.218,0.581
"2022-02-21 17:00:00",12.43,0.01,93.3,133.3,14.79,19.5,0.498,0.464,0.481,0.178,0.221,0.575
"2022-02-21 16:00:00",12.42,0.06,91.7,133.1,15,21.14,0.498,0.464,0.481,0.183,0.223,0.571
"2022-02-21 15:00:00",12.19,0.01,90.3,132.1,13.39,23.32,0.498,0.464,0.481,0.182,0.221,0.57
"2022-02-21 14:00:00",12.49,0.01,91.5,132.2,46.46,23.77,0.498,0.464,0.482,0.186,0.226,0.574
"2022-02-21 13:00:00",12.46,0.01,93.1,132.5,46.46,21.45,0.498,0.464,0.482,0.183,0.226,0.574
"2022-02-21 12:00:00",12.43,0.03,92.6,132.8,14,21.94,0.499,0.464,0.482,0.186,0.225,0.574
"2022-02-21 11:00:00",12.4,0.01,94.2,132.3,13.79,21.2,0.499,0.464,0.482,0.179,0.226,0.58
"2022-02-21 10:00:00",12.32,0.06,94.2,133,14.05,19.71,0.499,0.464,0.482,0.18,0.221,0.586
"2022-02-21 09:00:00",12.14,0.08,94.7,133.2,13.18,18.68,0.499,0.464,0.482,0.185,0.225,0.589
"2022-02-21 08:00:00",12.14,0.12,94.6,131.5,11.88,18.42,0.499,0.464,0.482,0.187,0.226,0.59
"2022-02-21 07:00:00",12,0.08,94.5,128.8,9.2,18.01,0.499,0.464,0.482,0.188,0.227,0.592
"2022-02-21 06:00:00",11.87,0.03,94.5,127.1,8.36,17.84,0.499,0.464,0.482,0.188,0.227,0.593
"2022-02-21 05:00:00",12.11,0.04,94.4,128,7.724,17.86,0.499,0.464,0.482,0.188,0.228,0.59
"2022-02-21 04:00:00",12.39,0.01,94.2,127,7.021,17.89,0.499,0.464,0.483,0.187,0.226,0.592
"2022-02-21 03:00:00",12.42,0.03,94.8,127.2,7.355,18.32,0.499,0.464,0.483,0.184,0.223,0.589
"2022-02-21 02:00:00",12.45,0.01,95.2,126.7,7.088,19.11,0.499,0.464,0.483,0.182,0.221,0.586
"2022-02-21 01:00:00",12.5,0.01,95.4,127,7.288,19.27,0.499,0.464,0.483,0.181,0.22,0.586
"2022-02-21 00:00:00",12.51,0.04,95.6,126.8,6.954,19.62,0.499,0.464,0.483,0.181,0.221,0.586
"2022-02-20 23:00:00",12.53,0.02,95.7,125.7,46.53,19.95,0.499,0.464,0.483,0.181,0.222,0.584
"2022-02-20 22:00:00",12.54,0.02,95.6,125.5,5.079,20.04,0.499,0.464,0.483,0.18,0.219,0.583
"2022-02-20 21:00:00",12.53,0.03,96,125.6,5.246,20.2,0.499,0.464,0.483,0.179,0.219,0.584
"2022-02-20 20:00:00",12.53,0.02,95.6,125.4,5.146,20.26,0.499,0.464,0.483,0.179,0.22,0.582
"2022-02-20 19:00:00",12.6,0.01,96.2,125.1,4.811,21.06,0.499,0.464,0.483,0.179,0.223,0.578
"2022-02-20 18:00:00",12.63,0.02,96.1,124.4,4.745,21.31,0.499,0.465,0.483,0.177,0.223,0.576
"2022-02-20 17:00:00",12.66,0.01,96.3,124.7,4.417,22.76,0.499,0.465,0.483,0.179,0.226,0.575
"2022-02-20 16:00:00",12.67,0.08,97.4,124.6,46.46,23.09,0.5,0.465,0.483,0.183,0.226,0.575
"2022-02-20 15:00:00",12.66,0.04,96.8,123.2,46.46,23.18,0.5,0.465,0.484,0.185,0.224,0.572
"2022-02-20 14:00:00",12.62,0.09,96.7,123,1.11,24.43,0.5,0.465,0.484,0.187,0.226,0.574
"2022-02-20 13:00:00",12.62,0.05,96,121.1,-0.062,23.32,0.5,0.465,0.484,0.182,0.221,0.569
"2022-02-20 12:00:00",12.63,0.06,97.3,120.2,11.12,24.83,0.5,0.465,0.484,0.184,0.223,0.571
"2022-02-20 11:00:00",12.59,0.04,97,117.4,46.46,24.64,0.5,0.465,0.484,0.187,0.226,0.574
"2022-02-20 10:00:00",12.56,0.05,97,118.4,9.94,23.34,0.5,0.465,0.484,0.18,0.226,0.578
"2022-02-20 09:00:00",12.55,0.01,95.6,118.4,9.77,21.11,0.5,0.465,0.484,0.178,0.225,0.58
"2022-02-20 08:00:00",12.55,0.03,96.4,118.8,9.83,21.55,0.5,0.465,0.484,0.181,0.226,0.585
"2022-02-20 07:00:00",12.59,0.04,96.5,118.6,9.57,21.47,0.5,0.465,0.484,0.18,0.222,0.582
"2022-02-20 06:00:00",12.6,0.02,96.8,118.7,9.37,21.82,0.5,0.465,0.484,0.179,0.226,0.576
"2022-02-20 05:00:00",12.56,0.04,97.3,118.5,8.83,22.74,0.5,0.465,0.485,0.179,0.225,0.575
"2022-02-20 04:00:00",12.58,0.04,97.6,117.8,8.43,23.16,0.5,0.465,0.485,0.178,0.225,0.578
"2022-02-20 03:00:00",12.6,0.03,97.8,117.7,8.3,23.45,0.5,0.465,0.485,0.18,0.226,0.577
"2022-02-20 02:00:00",12.61,0.05,97.8,117.7,8.1,23.71,0.5,0.465,0.485,0.18,0.225,0.576
"2022-02-20 01:00:00",12.58,0.06,98.2,117.3,7.363,24.03,0.5,0.465,0.485,0.181,0.226,0.576
"2022-02-20 00:00:00",12.61,0.06,98.3,116,6.695,24.17,0.5,0.465,0.485,0.181,0.226,0.575
"2022-02-19 23:00:00",12.58,0.08,98.4,115.9,46.46,24.67,0.5,0.465,0.485,0.185,0.226,0.574
"2022-02-19 22:00:00",12.62,0.09,98.7,113.8,5.126,25.18,0.5,0.465,0.485,0.185,0.225,0.573
"2022-02-19 21:00:00",12.59,0.09,99.1,112.9,3.754,25.95,0.5,0.465,0.485,0.183,0.222,0.57
"2022-02-19 20:00:00",12.47,0.1,99.3,112.2,2.683,26.43,0.5,0.465,0.485,0.182,0.222,0.57
"2022-02-19 19:00:00",12.49,0.06,99.4,111.3,2.013,26.52,0.5,0.465,0.485,0.183,0.222,0.57
"2022-02-19 18:00:00",12.57,0.07,99.4,110.9,1.21,26.51,0.5,0.465,0.485,0.182,0.221,0.569
"2022-02-19 17:00:00",12.73,0.08,99.4,109.4,0.373,26.34,0.5,0.465,0.485,0.181,0.22,0.57
"2022-02-19 16:00:00",12.73,0.07,99.7,109.3,0.306,27.18,0.5,0.465,0.485,0.181,0.219,0.571
"2022-02-19 15:00:00",12.74,0.02,99.9,109.1,0.14,27.9,0.5,0.465,0.485,0.176,0.215,0.572
"2022-02-19 14:00:00",12.75,0,99.5,108.6,0.146,29.64,0.5,0.466,0.485,0.176,0.215,0.572
"2022-02-19 13:00:00",12.8,0,99.9,108.8,0.206,28.71,0.5,0.465,0.485,0.176,0.215,0.572
"2022-02-19 12:00:00",12.76,0.01,99.9,108.9,0.206,28.21,0.501,0.466,0.485,0.176,0.215,0.57
"2022-02-19 11:00:00",12.75,0,100,109.1,0.206,28.58,0.501,0.466,0.485,0.178,0.217,0.571
"2022-02-19 10:00:00",12.73,0,100,109.2,0.206,28.54,0.501,0.466,0.485,0.182,0.22,0.569
"2022-02-19 09:00:00",12.69,0,97.1,109.3,0.139,28.06,0.501,0.466,0.486,0.186,0.225,0.575
"2022-02-19 08:00:00",12.7,0,96.5,109.5,0.137,26.17,0.501,0.466,0.486,0.185,0.226,0.575
"2022-02-19 07:00:00",12.75,0,90.4,109.5,0.203,26.29,0.501,0.466,0.486,0.186,0.226,0.575
"2022-02-19 06:00:00",12.75,0,81.2,109.5,0.269,27.37,0.501,0.466,0.486,0.184,0.226,0.577
"2022-02-19 05:00:00",12.78,0,77.47,109.5,0.17,27.67,0.501,0.466,0.486,0.183,0.226,0.576
"2022-02-19 04:00:00",12.76,0,79.53,109.7,0.204,28.19,0.501,0.466,0.486,0.186,0.226,0.575
"2022-02-19 03:00:00",12.79,0,84.3,109.5,0.205,28.58,0.501,0.466,0.485,0.187,0.226,0.574
"2022-02-19 02:00:00",12.81,0,87.9,109.6,0.205,28.66,0.501,0.466,0.485,0.185,0.224,0.573
"2022-02-19 01:00:00",12.82,0,89.9,109.7,0.206,29.09,0.501,0.466,0.485,0.181,0.22,0.568
"2022-02-19 00:00:00",12.89,0,93.4,109.7,0.206,29.67,0.501,0.466,0.485,0.181,0.22,0.568
"2022-02-18 23:00:00",12.89,0,89.3,109.9,0.206,31.11,0.501,0.466,0.485,0.181,0.22,0.568
"2022-02-18 22:00:00",12.88,0,94,109.9,0.206,31.05,0.501,0.466,0.485,0.181,0.22,0.568
"2022-02-18 21:00:00",12.88,0,97.3,109.7,0.206,31.11,0.501,0.466,0.486,0.177,0.216,0.564
"2022-02-18 20:00:00",12.88,0,100,109.7,0.207,32.3,0.501,0.466,0.486,0.176,0.215,0.567
"2022-02-18 19:00:00",12.88,0,98.9,109.8,0.214,33.14,0.501,0.466,0.486,0.176,0.215,0.572
"2022-02-18 18:00:00",12.87,0,96.4,109.5,0.219,34.7,0.501,0.466,0.486,0.173,0.214,0.57
"2022-02-18 17:00:00",12.87,0,96.6,109.4,0.088,35.41,0.501,0.466,0.486,0.165,0.209,0.561
"2022-02-18 16:00:00",12.88,0,93.4,108.9,-0.113,36.74,0.501,0.466,0.486,0.166,0.204,0.561
"2022-02-18 15:00:00",12.86,0,82.7,107.9,-0.347,39.71,0.502,0.466,0.486,0.165,0.204,0.561
"2022-02-18 14:00:00",12.87,0,78.18,107.6,0.021,41.93,0.502,0.466,0.486,0.165,0.204,0.56
"2022-02-18 13:00:00",12.81,0,64.37,108.8,0.155,43.98,0.502,0.466,0.486,0.167,0.205,0.563
"2022-02-18 12:00:00",11.91,0,67.3,110.1,0.255,37.72,0.502,0.467,0.486,0.177,0.217,0.571
"2022-02-18 11:00:00",11.58,0,70.84,111.1,0.286,36.68,0.502,0.467,0.486,0.178,0.22,0.573
"2022-02-18 10:00:00",12.78,0,67.58,111,0.247,37.98,0.502,0.467,0.487,0.179,0.218,0.57
"2022-02-18 09:00:00",12.74,0,89.8,111.4,0.206,32.83,0.502,0.467,0.487,0.185,0.225,0.573
"2022-02-18 08:00:00",12.72,0,97.7,111.9,0.206,28.21,0.502,0.467,0.487,0.188,0.228,0.579
"2022-02-18 07:00:00",12.71,0,97.5,112,0.204,26.69,0.502,0.467,0.487,0.188,0.228,0.578
"2022-02-18 06:00:00",12.72,0,97.4,111.7,0.267,26.21,0.502,0.467,0.487,0.186,0.228,0.579
